1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	9	1
1	10	1
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	11	1
1	17	1
1	8	1
1	18	1
1	19	1
1	20	1
1	21	1
1	22	1
1	9	1
1	12	1
1	14	1
1	23	1
1	24	1
1	3	1
1	17	1
1	19	1
1	8	1
1	25	1
1	21	1
1	20	1
1	5	1
1	6	1
1	24	1
1	26	1
1	12	1
1	11	1
1	14	1
1	23	1
1	16	1
1	9	1
1	22	1
1	8	1
1	27	1
1	12	1
1	24	1
1	27	1
1	22	1
1	8	1
1	5	1
1	8	1
1	8	1
1	28	1
1	8	1
1	5	1
1	29	1
1	5	1
1	27	1
1	23	1
1	8	1
1	5	1
1	5	1
1	5	1
1	8	1
1	8	1
1	8	1
1	5	1
1	3	1
1	3	1
1	3	1
1	3	1
1	3	1
1	15	1
1	15	1
1	3	1
1	3	1
1	3	1
1	3	1
1	15	1
1	3	1
1	15	1
1	3	1
1	3	1
1	2	1
1	30	1
1	31	1
1	2	1
1	32	1
1	30	1
1	15	1
1	17	1
1	33	1
1	12	1
1	30	1
1	31	1
1	34	1
1	27	1
1	32	1
1	2	1
1	17	1
1	12	1
1	35	1
1	36	1
1	15	1
1	37	1
1	30	1
1	20	1
1	31	1
1	32	1
1	17	1
1	2	1
1	3	1
1	38	1
1	36	1
1	15	1
1	35	1
1	30	1
1	12	1
1	39	1
1	40	1
1	34	1
1	21	1
1	36	1
1	20	1
1	2	1
1	38	1
1	12	1
1	35	1
1	32	1
1	33	1
1	2	1
1	41	1
1	37	1
1	30	1
1	36	1
1	27	1
1	11	1
1	17	1
1	39	1
1	12	1
1	31	1
1	32	1
1	38	1
1	37	1
1	27	1
1	20	1
1	2	1
1	21	1
1	38	1
1	15	1
1	30	1
1	41	1
1	20	1
1	32	1
1	24	1
1	11	1
1	31	1
1	12	1
1	7	1
1	17	1
1	38	1
1	33	1
1	2	1
1	37	1
1	20	1
1	30	1
1	7	1
1	40	1
1	38	1
1	15	1
1	11	1
1	2	1
1	32	1
1	33	1
1	39	1
1	31	1
1	37	1
1	21	1
1	24	1
1	42	1
1	17	1
1	36	1
1	38	1
1	39	1
1	40	1
1	12	1
1	20	1
1	6	1
1	3	1
1	21	1
1	43	1
1	44	1
1	15	1
1	27	1
1	17	1
1	39	1
1	45	1
1	38	1
1	30	1
1	31	1
1	21	1
1	15	1
1	27	1
1	37	1
1	32	1
1	2	1
1	3	1
1	17	1
1	15	1
1	20	1
1	31	1
1	7	1
1	39	1
1	3	1
1	17	1
1	30	1
1	43	1
1	31	1
1	11	1
1	2	1
1	7	1
1	21	1
1	39	1
1	20	1
1	27	1
1	30	1
1	41	1
1	2	1
1	27	1
1	45	1
1	32	1
1	15	1
1	44	1
1	31	1
1	11	1
1	39	1
1	30	1
1	17	1
1	33	1
1	2	1
1	20	1
1	20	1
1	37	1
1	45	1
1	31	1
1	33	1
1	32	1
1	11	1
1	17	1
1	6	1
1	3	1
1	2	1
1	45	1
1	44	1
1	46	1
1	7	1
1	40	1
1	27	1
1	15	1
1	38	1
1	2	1
1	44	1
1	37	1
1	32	1
1	11	1
1	43	1
1	15	1
1	11	1
1	7	1
1	32	1
1	20	1
1	38	1
1	27	1
1	37	1
1	41	1
1	33	1
1	2	1
1	44	1
1	45	1
1	15	1
1	37	1
1	33	1
1	11	1
1	20	1
1	37	1
1	44	1
1	43	1
1	2	1
1	41	1
1	32	1
1	3	1
1	11	1
1	45	1
1	33	1
1	2	1
1	18	1
1	47	1
1	32	1
1	17	1
1	38	1
1	14	1
1	15	1
1	19	1
1	2	1
1	35	1
1	18	1
1	14	1
1	32	1
1	31	1
1	33	1
1	35	1
1	23	1
1	25	1
1	41	1
1	17	1
1	37	1
1	40	1
1	48	1
1	35	1
1	7	1
1	49	1
1	32	1
1	24	1
1	15	1
1	21	1
1	10	1
1	45	1
1	45	1
1	50	1
1	5	1
1	12	1
1	7	1
1	51	1
1	46	1
1	12	1
1	5	1
1	52	1
1	7	1
1	46	1
1	51	1
1	42	1
1	4	1
1	12	1
1	46	1
1	52	1
1	51	1
1	7	1
1	53	1
1	46	1
1	38	1
1	7	1
1	7	1
1	51	1
1	54	1
1	38	1
1	52	1
1	17	1
1	24	1
1	7	1
1	46	1
1	48	1
1	5	1
1	31	1
1	38	1
1	21	1
1	21	1
1	43	1
1	25	1
1	19	1
1	37	1
1	3	1
1	20	1
1	15	1
1	38	1
1	20	1
1	37	1
1	17	1
1	2	1
1	35	1
1	40	1
1	20	1
1	22	1
1	55	1
1	27	1
1	38	1
1	23	1
1	2	1
1	31	1
1	37	1
1	15	1
1	20	1
1	21	1
1	27	1
1	55	1
1	12	1
1	56	1
1	11	1
1	22	1
1	15	1
1	47	1
1	17	1
1	15	1
1	17	1
1	37	1
1	38	1
1	18	1
1	39	1
1	17	1
1	23	1
1	38	1
1	56	1
1	5	1
1	16	1
1	45	1
1	14	1
1	17	1
1	45	1
1	16	1
1	41	1
1	55	1
1	47	1
1	32	1
1	24	1
1	57	1
1	58	1
1	32	1
1	24	1
1	57	1
1	55	1
1	57	1
1	5	1
1	54	1
1	18	1
1	7	1
1	54	1
1	31	1
1	14	1
1	20	1
1	59	1
1	54	1
1	17	1
1	38	1
1	9	1
1	27	1
1	3	1
1	21	1
1	27	1
1	35	1
1	41	1
1	37	1
1	17	1
1	47	1
1	2	1
1	35	1
1	17	1
1	25	1
1	41	1
1	7	1
1	2	1
1	36	1
1	11	1
1	4	1
1	31	1
1	11	1
1	21	1
1	35	1
1	11	1
1	9	1
1	17	1
1	11	1
1	13	1
1	35	1
1	32	1
1	9	1
1	11	1
1	35	1
1	32	1
1	11	1
1	45	1
1	9	1
1	37	1
1	30	1
1	11	1
1	5	1
1	32	1
1	15	1
1	3	1
1	15	1
1	11	1
1	16	1
1	60	1
1	5	1
1	3	1
1	27	1
1	3	1
1	60	1
1	3	1
1	41	1
1	11	1
1	5	1
1	41	1
1	11	1
1	41	1
1	37	1
1	47	1
1	23	1
1	15	1
1	24	1
1	38	1
1	60	1
1	3	1
1	60	1
1	60	1
1	3	1
1	60	1
1	60	1
1	3	1
1	3	1
1	60	1
1	3	1
1	60	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	3	1
1	60	1
1	60	1
1	3	1
1	60	1
1	60	1
1	3	1
1	3	1
1	60	1
1	3	1
1	60	1
1	60	1
1	3	1
1	3	1
1	60	1
1	3	1
1	60	1
1	60	1
1	3	1
1	60	1
1	3	1
1	3	1
1	60	1
1	60	1
1	60	1
1	3	1
1	60	1
1	3	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	61	1
1	15	1
1	15	1
1	39	1
1	14	1
1	14	1
1	47	1
1	14	1
1	62	1
1	48	1
1	14	1
1	14	1
1	15	1
1	11	1
1	15	1
1	62	1
1	14	1
1	31	1
1	43	1
1	43	1
1	47	1
1	20	1
1	20	1
1	43	1
1	47	1
1	21	1
1	15	1
1	37	1
1	47	1
1	14	1
1	20	1
1	43	1
1	37	1
1	47	1
1	23	1
1	63	1
1	15	1
1	26	1
1	35	1
1	5	1
1	6	1
1	2	1
1	17	1
1	64	1
1	35	1
1	61	1
1	14	1
1	9	1
1	19	1
1	50	1
1	65	1
1	20	1
1	9	1
1	37	1
1	17	1
1	18	1
1	9	1
1	20	1
1	37	1
1	10	1
1	9	1
1	17	1
1	55	1
1	52	1
1	20	1
1	37	1
1	11	1
1	14	1
1	54	1
1	11	1
1	41	1
1	17	1
1	53	1
1	22	1
1	26	1
1	42	1
1	14	1
1	22	1
1	21	1
1	45	1
1	35	1
1	14	1
1	54	1
1	50	1
1	26	1
1	12	1
1	20	1
1	60	1
1	21	1
1	59	1
1	3	1
1	35	1
1	5	1
1	35	1
1	8	1
1	45	1
1	31	1
1	9	1
1	14	1
1	2	1
1	21	1
1	35	1
1	44	1
1	16	1
1	45	1
1	16	1
1	10	1
1	45	1
1	10	1
1	45	1
1	10	1
1	10	1
1	45	1
1	10	1
1	16	1
1	10	1
1	35	1
1	44	1
1	10	1
1	10	1
1	16	1
1	19	1
1	66	1
1	35	1
1	19	1
1	66	1
1	35	1
1	19	1
1	16	1
1	44	1
1	10	1
1	66	1
1	19	1
1	2	1
1	37	1
1	55	1
1	23	1
1	26	1
1	26	1
1	18	1
1	67	1
1	68	1
1	69	1
1	70	1
1	70	1
1	70	1
1	70	1
1	70	1
1	70	1
1	70	1
1	70	1
1	71	1
1	72	1
1	60	1
1	3	1
1	3	1
1	3	1
1	3	1
1	3	1
1	60	1
1	3	1
1	60	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	3	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	3	1
1	3	1
1	3	1
1	15	1
1	3	1
1	3	1
1	3	1
1	60	1
1	60	1
1	3	1
1	60	1
1	3	1
1	60	1
1	3	1
1	15	1
1	60	1
1	3	1
1	60	1
1	3	1
1	3	1
1	60	1
1	3	1
1	15	1
1	15	1
1	3	1
1	3	1
1	60	1
1	60	1
1	3	1
1	3	1
1	60	1
1	25	1
1	73	1
1	13	1
1	32	1
1	35	1
1	26	1
1	42	1
1	39	1
1	47	1
1	22	1
1	21	1
1	60	1
1	25	1
1	3	1
1	2	1
1	4	1
1	17	1
1	4	1
1	74	1
1	23	1
1	19	1
1	66	1
1	19	1
1	23	1
1	14	1
1	4	1
1	23	1
1	20	1
1	55	1
1	17	1
1	23	1
1	47	1
1	60	1
1	24	1
1	31	1
1	24	1
1	60	1
1	24	1
1	60	1
1	21	1
1	5	1
1	60	1
1	15	1
1	21	1
1	5	1
1	2	1
1	45	1
1	60	1
1	15	1
1	41	1
1	24	1
1	10	1
1	30	1
1	26	1
1	60	1
1	30	1
1	14	1
1	2	1
1	45	1
1	75	1
1	60	1
1	9	1
1	19	1
1	6	1
1	30	1
1	18	1
1	15	1
1	45	1
1	6	1
1	30	1
1	15	1
1	45	1
1	9	1
1	18	1
1	15	1
1	60	1
1	75	1
1	6	1
1	61	1
1	45	1
1	76	1
1	60	1
1	18	1
1	15	1
1	9	1
1	2	1
1	17	1
1	2	1
1	76	1
1	37	1
1	76	1
1	37	1
1	55	1
1	37	1
1	21	1
1	35	1
1	37	1
1	55	1
1	37	1
1	37	1
1	40	1
1	35	1
1	6	1
1	77	1
1	27	1
1	30	1
1	45	1
1	39	1
1	11	1
1	20	1
1	27	1
1	37	1
1	11	1
1	30	1
1	13	1
1	12	1
1	41	1
1	6	1
1	39	1
1	20	1
1	13	1
1	11	1
1	4	1
1	2	1
1	27	1
1	35	1
1	12	1
1	6	1
1	39	1
1	24	1
42	78	1
42	78	1
42	79	1
42	78	1
42	79	1
42	78	1
42	28	1
42	78	1
42	28	1
42	28	1
42	28	1
42	78	1
42	28	1
42	78	1
42	79	1
42	78	1
42	28	1
42	78	1
42	28	1
42	80	1
42	28	1
42	28	1
42	24	1
42	4	1
42	25	1
42	12	1
42	36	1
42	38	1
42	47	1
42	7	1
42	1	1
42	56	1
42	39	1
42	25	1
42	31	1
42	7	1
42	38	1
42	32	1
42	11	1
42	56	1
42	2	1
42	23	1
42	7	1
42	11	1
42	9	1
42	31	1
42	23	1
42	32	1
42	41	1
42	3	1
42	30	1
42	38	1
42	33	1
42	1	1
42	11	1
42	40	1
42	48	1
42	9	1
42	5	1
42	30	1
42	9	1
42	44	1
42	38	1
42	37	1
42	2	1
42	11	1
42	20	1
42	44	1
42	3	1
42	2	1
42	13	1
42	45	1
42	6	1
42	27	1
42	31	1
42	18	1
42	56	1
42	49	1
42	20	1
42	24	1
42	15	1
42	14	1
42	7	1
42	2	1
42	56	1
42	55	1
42	24	1
42	23	1
42	25	1
42	19	1
42	49	1
42	17	1
42	32	1
42	24	1
42	27	1
42	23	1
42	20	1
42	49	1
42	23	1
42	20	1
42	5	1
42	33	1
42	38	1
42	23	1
42	38	1
42	49	1
42	1	1
42	5	1
42	63	1
42	31	1
42	18	1
42	2	1
42	6	1
42	12	1
42	24	1
42	5	1
42	48	1
42	54	1
42	19	1
42	24	1
42	6	1
42	17	1
42	25	1
42	11	1
42	55	1
42	47	1
42	14	1
42	9	1
42	18	1
42	17	1
42	15	1
42	4	1
42	48	1
42	6	1
42	9	1
42	14	1
42	11	1
42	15	1
42	43	1
42	22	1
42	35	1
42	15	1
42	17	1
42	32	1
42	1	1
42	23	1
42	11	1
42	55	1
42	48	1
42	15	1
42	27	1
42	1	1
42	17	1
42	47	1
42	17	1
42	47	1
42	48	1
42	23	1
42	17	1
42	1	1
42	3	1
42	31	1
42	47	1
42	56	1
42	22	1
42	12	1
42	35	1
42	55	1
42	23	1
42	18	1
42	5	1
42	1	1
42	56	1
42	38	1
42	22	1
42	55	1
42	25	1
42	18	1
42	39	1
42	23	1
42	5	1
42	22	1
42	55	1
42	3	1
42	39	1
42	5	1
42	37	1
42	22	1
42	32	1
42	40	1
42	38	1
42	37	1
42	24	1
42	18	1
42	81	1
42	81	1
42	5	1
42	18	1
42	81	1
42	18	1
42	81	1
42	25	1
42	43	1
42	18	1
42	24	1
42	81	1
42	16	1
42	5	1
42	5	1
42	55	1
42	12	1
42	48	1
42	48	1
42	48	1
42	82	1
42	48	1
42	1	1
42	11	1
42	7	1
42	17	1
42	16	1
42	35	1
42	30	1
42	5	1
42	56	1
42	37	1
42	15	1
42	17	1
42	37	1
42	41	1
42	17	1
42	18	1
42	5	1
42	15	1
42	13	1
42	23	1
42	38	1
42	40	1
42	4	1
42	17	1
42	47	1
42	15	1
42	35	1
42	48	1
42	45	1
42	5	1
42	39	1
42	7	1
42	14	1
42	22	1
42	27	1
42	21	1
42	7	1
42	9	1
42	41	1
42	33	1
42	3	1
42	43	1
42	23	1
42	39	1
42	13	1
42	15	1
42	24	1
42	47	1
42	35	1
42	17	1
42	3	1
42	15	1
42	22	1
42	60	1
42	35	1
42	3	1
42	35	1
42	24	1
42	41	1
42	47	1
42	15	1
42	3	1
42	13	1
42	60	1
42	40	1
42	22	1
42	20	1
42	5	1
42	35	1
42	35	1
42	35	1
42	35	1
42	35	1
42	35	1
42	35	1
42	83	1
42	83	1
42	83	1
42	2	1
42	41	1
42	20	1
42	31	1
42	17	1
42	3	1
42	37	1
42	43	1
42	4	1
42	55	1
42	17	1
42	8	1
42	22	1
42	2	1
42	4	1
42	55	1
42	41	1
42	84	1
42	85	1
42	52	1
42	31	1
42	13	1
42	9	1
42	26	1
42	14	1
42	21	1
42	1	1
42	45	1
42	8	1
42	50	1
42	26	1
42	65	1
42	24	1
42	55	1
42	17	1
42	26	1
42	24	1
42	12	1
42	8	1
42	18	1
42	50	1
42	26	1
42	65	1
42	18	1
42	6	1
42	61	1
42	65	1
42	45	1
42	2	1
42	9	1
42	3	1
42	27	1
42	35	1
42	26	1
42	48	1
42	12	1
42	8	1
42	65	1
42	2	1
42	23	1
42	61	1
42	5	1
42	5	1
42	5	1
42	5	1
42	5	1
42	48	1
42	5	1
42	26	1
42	48	1
42	5	1
42	24	1
42	15	1
42	47	1
42	52	1
42	32	1
42	13	1
42	2	1
42	9	1
42	26	1
42	23	1
42	52	1
42	55	1
42	19	1
42	18	1
42	26	1
42	52	1
42	9	1
42	26	1
42	9	1
42	9	1
42	9	1
42	9	1
42	32	1
42	26	1
42	18	1
42	48	1
42	86	1
42	48	1
42	48	1
42	48	1
42	48	1
42	48	1
42	48	1
42	48	1
42	48	1
42	48	1
42	48	1
42	48	1
42	2	1
42	48	1
42	22	1
42	43	1
42	27	1
42	48	1
42	47	1
